STATE,STATEFP,State_fip,COUNTYFP,COUNTYNAME,County_fip,PLACEFP,city_fip,PLACENS,PLACENAME,TYPE,CLASSFP,FUNCSTAT,LINK
AL,1,US01,51,Elmore County,US01051,23656,US0123656,2406444,Elmore town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,51,Elmore County,US01051,23880,US0123880,2582673,Emerald Mountain,CENSUS DESIGNATED PLACE,U1,S,TRUE
AL,1,US01,51,Elmore County,US01051,35752,US0135752,2582683,Holtville,CENSUS DESIGNATED PLACE,U1,S,TRUE
AL,1,US01,51,Elmore County,US01051,48712,US0148712,2404261,Millbrook city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,51,Elmore County,US01051,62328,US0162328,2404568,Prattville city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,51,Elmore County,US01051,63730,US0163730,2582696,Redland,CENSUS DESIGNATED PLACE,U1,S,TRUE
AL,1,US01,51,Elmore County,US01051,74688,US0174688,2405565,Tallassee city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,51,Elmore County,US01051,81720,US0181720,2405723,Wetumpka city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,53,Escambia County,US01053,3004,US0103004,2403129,Atmore city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,53,Escambia County,US01053,9208,US0109208,2403921,Brewton city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,53,Escambia County,US01053,22216,US0122216,2403531,East Brewton city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,53,Escambia County,US01053,26824,US0126824,2406500,Flomaton town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,53,Escambia County,US01053,61536,US0161536,2407141,Pollard town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,53,Escambia County,US01053,65016,US0165016,2407226,Riverview town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,55,Etowah County,US01055,1660,US0101660,2405146,Altoona town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,55,Etowah County,US01055,3028,US0103028,2403130,Attalla city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,55,Etowah County,US01055,3820,US0103820,2582662,Ballplay,CENSUS DESIGNATED PLACE,U1,S,TRUE
AL,1,US01,55,Etowah County,US01055,7912,US0107912,2403886,Boaz city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,55,Etowah County,US01055,9457,US0109457,2582664,Bristow Cove,CENSUS DESIGNATED PLACE,U2,S,TRUE
AL,1,US01,55,Etowah County,US01055,12070,US0112070,2582667,Carlisle-Rockledge,CENSUS DESIGNATED PLACE,U2,S,TRUE
AL,1,US01,55,Etowah County,US01055,16080,US0116080,2582669,Coats Bend,CENSUS DESIGNATED PLACE,U1,S,TRUE
AL,1,US01,55,Etowah County,US01055,23224,US0123224,2582672,Egypt,CENSUS DESIGNATED PLACE,U1,S,TRUE
AL,1,US01,55,Etowah County,US01055,28696,US0128696,2403673,Gadsden city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,55,Etowah County,US01055,28816,US0128816,2582676,Gallant,CENSUS DESIGNATED PLACE,U1,S,TRUE
AL,1,US01,55,Etowah County,US01055,29992,US0129992,2403701,Glencoe city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,55,Etowah County,US01055,35392,US0135392,2404710,Hokes Bluff city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,55,Etowah County,US01055,38032,US0138032,2582684,Ivalee,CENSUS DESIGNATED PLACE,U1,S,TRUE
AL,1,US01,55,Etowah County,US01055,44160,US0144160,2582685,Lookout Mountain,CENSUS DESIGNATED PLACE,U2,S,TRUE
AL,1,US01,55,Etowah County,US01055,54582,US0154582,2582691,New Union,CENSUS DESIGNATED PLACE,U2,S,TRUE
AL,1,US01,55,Etowah County,US01055,63288,US0163288,2404588,Rainbow City city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,55,Etowah County,US01055,63984,US0163984,2407191,Reece City town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,55,Etowah County,US01055,64656,US0164656,2407216,Ridgeville town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,55,Etowah County,US01055,68280,US0168280,2407291,Sardis City town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,55,Etowah County,US01055,71832,US0171832,2405499,Southside city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,55,Etowah County,US01055,76208,US0176208,2582704,Tidmore Bend,CENSUS DESIGNATED PLACE,U2,S,TRUE
AL,1,US01,55,Etowah County,US01055,79728,US0179728,2406827,Walnut Grove town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,55,Etowah County,US01055,82176,US0182176,2582708,Whitesboro,CENSUS DESIGNATED PLACE,U1,S,TRUE
AL,1,US01,57,Fayette County,US01057,5164,US0105164,2405230,Belk town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,57,Fayette County,US01057,5932,US0105932,2405250,Berry town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,57,Fayette County,US01057,25840,US0125840,2403599,Fayette city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,57,Fayette County,US01057,29944,US0129944,2406574,Glen Allen town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,57,Fayette County,US01057,32536,US0132536,2406632,Gu-Win town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,57,Fayette County,US01057,82992,US0182992,2405765,Winfield city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,59,Franklin County,US01059,5140,US0105140,2628578,Belgreen,CENSUS DESIGNATED PLACE,U1,S,TRUE
AL,1,US01,59,Franklin County,US01059,35200,US0135200,2405846,Hodges town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,59,Franklin County,US01059,59496,US0159496,2407105,Phil Campbell town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,59,Franklin County,US01059,63576,US0163576,2404601,Red Bay city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,59,Franklin County,US01059,67056,US0167056,2404657,Russellville city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,59,Franklin County,US01059,72672,US0172672,2628604,Spruce Pine,CENSUS DESIGNATED PLACE,U1,S,TRUE
AL,1,US01,59,Franklin County,US01059,78984,US0178984,2406801,Vina town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,61,Geneva County,US01061,7120,US0107120,2405270,Black town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,61,Geneva County,US01061,16240,US0116240,2406288,Coffee Springs town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,61,Geneva County,US01061,24616,US0124616,2633143,Eunola,CENSUS DESIGNATED PLACE,U1,S,TRUE
AL,1,US01,61,Geneva County,US01061,29464,US0129464,2403687,Geneva city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,61,Geneva County,US01061,33424,US0133424,2403808,Hartford city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,61,Geneva County,US01061,46264,US0146264,2406084,Malvern town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,61,Geneva County,US01061,67800,US0167800,2405412,Samson city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,61,Geneva County,US01061,71040,US0171040,2405471,Slocomb city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,61,Geneva County,US01061,75096,US0175096,2406717,Taylor town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,63,Greene County,US01063,8104,US0108104,2405297,Boligee town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,63,Greene County,US01063,24664,US0124664,2406470,Eutaw town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,63,Greene County,US01063,27376,US0127376,2406506,Forkland town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,63,Greene County,US01063,77616,US0177616,2406776,Union town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,65,Hale County,US01065,676,US0100676,2405125,Akron town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,65,Hale County,US01065,31720,US0131720,2403743,Greensboro city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,65,Hale County,US01065,51648,US0151648,2406202,Moundville town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,65,Hale County,US01065,53784,US0153784,2406982,Newbern town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,67,Henry County,US01067,124,US0100124,2403054,Abbeville city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,67,Henry County,US01067,21184,US0121184,2404238,Dothan city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,67,Henry County,US01067,32656,US0132656,2406636,Haleburg town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,67,Henry County,US01067,33856,US0133856,2404672,Headland city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,67,Henry County,US01067,54600,US0154600,2406991,Newville town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,69,Houston County,US01069,2836,US0102836,2405172,Ashford town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,69,Houston County,US01069,3364,US0103364,2405191,Avon town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,69,Houston County,US01069,16744,US0116744,2406298,Columbia town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,69,Houston County,US01069,17824,US0117824,2406321,Cottonwood town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,69,Houston County,US01069,18088,US0118088,2406329,Cowarts town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,69,Houston County,US01069,21184,US0121184,2404238,Dothan city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,69,Houston County,US01069,30760,US0130760,2406591,Gordon town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,69,Houston County,US01069,40072,US0140072,2405953,Kinsey town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,69,Houston County,US01069,45904,US0145904,2406075,Madrid town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,69,Houston County,US01069,64152,US0164152,2407196,Rehobeth town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,69,Houston County,US01069,75096,US0175096,2406717,Taylor town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,69,Houston County,US01069,80376,US0180376,2406847,Webb town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,71,Jackson County,US01071,9328,US0109328,2403924,Bridgeport city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,71,Jackson County,US01071,21952,US0121952,2406408,Dutton town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,71,Jackson County,US01071,35632,US0135632,2405855,Hollywood town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,71,Jackson County,US01071,37264,US0137264,2405879,Hytop town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,71,Jackson County,US01071,41368,US0141368,2405985,Langston town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,71,Jackson County,US01071,57696,US0157696,2407066,Paint Rock town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,71,Jackson County,US01071,60720,US0160720,2407128,Pisgah town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,71,Jackson County,US01071,61038,US0161038,2407134,Pleasant Groves town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,71,Jackson County,US01071,68736,US0168736,2405433,Scottsboro city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,71,Jackson County,US01071,69000,US0169000,2407306,Section town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,71,Jackson County,US01071,70896,US0170896,2407348,Skyline town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,71,Jackson County,US01071,73080,US0173080,2406667,Stevenson city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,71,Jackson County,US01071,83664,US0183664,2406914,Woodville town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,73,Jefferson County,US01073,460,US0100460,2403063,Adamsville city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,73,Jefferson County,US01073,2320,US0102320,2405164,Argo town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,73,Jefferson County,US01073,5980,US0105980,2403864,Bessemer city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,73,Jefferson County,US01073,7000,US0107000,2403868,Birmingham city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,73,Jefferson County,US01073,9400,US0109400,2403925,Brighton city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,73,Jefferson County,US01073,9736,US0109736,2405331,Brookside town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,73,Jefferson County,US01073,12040,US0112040,2405377,Cardiff town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,73,Jefferson County,US01073,13264,US0113264,2404020,Center Point city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,73,Jefferson County,US01073,15256,US0115256,2404063,Clay city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,73,Jefferson County,US01073,16936,US0116936,2402792,Concord,CENSUS DESIGNATED PLACE,U1,S,TRUE
AL,1,US01,73,Jefferson County,US01073,17968,US0117968,2406322,County Line town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,73,Jefferson County,US01073,23032,US0123032,2402443,Edgewater,CENSUS DESIGNATED PLACE,U1,S,TRUE
AL,1,US01,73,Jefferson County,US01073,25120,US0125120,2403587,Fairfield city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,73,Jefferson County,US01073,27088,US0127088,2402493,Forestdale,CENSUS DESIGNATED PLACE,U1,S,TRUE
AL,1,US01,73,Jefferson County,US01073,28552,US0128552,2403671,Fultondale city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,73,Jefferson County,US01073,29056,US0129056,2403681,Gardendale city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,73,Jefferson County,US01073,31348,US0131348,2402547,Grayson Valley,CENSUS DESIGNATED PLACE,U1,S,TRUE
AL,1,US01,73,Jefferson County,US01073,31384,US0131384,2403734,Graysville city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,73,Jefferson County,US01073,34024,US0134024,2404677,Helena city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,73,Jefferson County,US01073,35800,US0135800,2404724,Homewood city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,73,Jefferson County,US01073,35896,US0135896,2404725,Hoover city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,73,Jefferson County,US01073,36448,US0136448,2404738,Hueytown city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,73,Jefferson County,US01073,37864,US0137864,2404765,Irondale city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,73,Jefferson County,US01073,39856,US0139856,2405948,Kimberly city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,73,Jefferson County,US01073,40928,US0140928,2405977,Lake View town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,73,Jefferson County,US01073,41968,US0141968,2404905,Leeds city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,73,Jefferson County,US01073,43336,US0143336,2404936,Lipscomb city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,73,Jefferson County,US01073,45040,US0145040,2805892,McCalla,CENSUS DESIGNATED PLACE,U1,S,TRUE
AL,1,US01,73,Jefferson County,US01073,45208,US0145208,2403268,McDonald Chapel,CENSUS DESIGNATED PLACE,U1,S,TRUE
AL,1,US01,73,Jefferson County,US01073,47728,US0147728,2406119,Maytown town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,73,Jefferson County,US01073,48376,US0148376,2404254,Midfield city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,73,Jefferson County,US01073,49072,US0149072,2403295,Minor,CENSUS DESIGNATED PLACE,U1,S,TRUE
AL,1,US01,73,Jefferson County,US01073,51456,US0151456,2406195,Morris town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,73,Jefferson County,US01073,51696,US0151696,2404329,Mountain Brook city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,73,Jefferson County,US01073,52344,US0152344,2403310,Mount Olive,CENSUS DESIGNATED PLACE,U1,S,TRUE
AL,1,US01,73,Jefferson County,US01073,52776,US0152776,2406218,Mulga town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,73,Jefferson County,US01073,55152,US0155152,2407006,North Johns town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,73,Jefferson County,US01073,60648,US0160648,2424931,Pinson city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,73,Jefferson County,US01073,61008,US0161008,2404538,Pleasant Grove city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,73,Jefferson County,US01073,65412,US0165412,2403485,Rock Creek,CENSUS DESIGNATED PLACE,U1,S,TRUE
AL,1,US01,73,Jefferson County,US01073,73848,US0173848,2405542,Sumiton city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,73,Jefferson County,US01073,74424,US0174424,2406706,Sylvan Springs town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,73,Jefferson County,US01073,74976,US0174976,2405570,Tarrant city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,73,Jefferson County,US01073,76680,US0176680,2406747,Trafford town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,73,Jefferson County,US01073,76944,US0176944,2405608,Trussville city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,73,Jefferson County,US01073,78552,US0178552,2405646,Vestavia Hills city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,73,Jefferson County,US01073,79944,US0179944,2405676,Warrior city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,73,Jefferson County,US01073,81336,US0181336,2406862,West Jefferson town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,75,Lamar County,US01075,4948,US0104948,2405225,Beaverton town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,75,Lamar County,US01075,20392,US0120392,2406377,Detroit town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,75,Lamar County,US01075,39520,US0139520,2405936,Kennedy town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,75,Lamar County,US01075,48808,US0148808,2406164,Millport town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,75,Lamar County,US01075,73728,US0173728,2405539,Sulligent city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,75,Lamar County,US01075,78480,US0178480,2405641,Vernon city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,77,Lauderdale County,US01077,1756,US0101756,2405149,Anderson town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,77,Lauderdale County,US01077,26896,US0126896,2403619,Florence city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,77,Lauderdale County,US01077,39784,US0139784,2405945,Killen town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,77,Lauderdale County,US01077,42640,US0142640,2406013,Lexington town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,77,Lauderdale County,US01077,66216,US0166216,2407235,Rogersville town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,77,Lauderdale County,US01077,67536,US0167536,2407266,St. Florian town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,77,Lauderdale County,US01077,77580,US0177580,2402943,Underwood-Petersville,CENSUS DESIGNATED PLACE,U2,S,TRUE
AL,1,US01,77,Lauderdale County,US01077,80064,US0180064,2406837,Waterloo town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,79,Lawrence County,US01079,18040,US0118040,2406323,Courtland town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,79,Lawrence County,US01079,33544,US0133544,2628593,Hatton,CENSUS DESIGNATED PLACE,U1,S,TRUE
AL,1,US01,79,Lawrence County,US01079,34816,US0134816,2405838,Hillsboro town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,79,Lawrence County,US01079,51600,US0151600,2404314,Moulton city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,79,Lawrence County,US01079,55044,US0155044,2407004,North Courtland town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,79,Lawrence County,US01079,76584,US0176584,2406744,Town Creek town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,79,Lawrence County,US01079,76872,US0176872,2406755,Trinity town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,81,Lee County,US01081,3076,US0103076,2403132,Auburn city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,81,Lee County,US01081,43744,US0143744,2406032,Loachapoka town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,81,Lee County,US01081,55440,US0155440,2407012,Notasulga town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,81,Lee County,US01081,57048,US0157048,2404435,Opelika city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,81,Lee County,US01081,59472,US0159472,2404510,Phenix City city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,81,Lee County,US01081,71190,US0171190,2405476,Smiths Station city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,81,Lee County,US01081,80256,US0180256,2406842,Waverly town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,83,Limestone County,US01083,2260,US0102260,2405163,Ardmore town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,83,Limestone County,US01083,2956,US0102956,2403123,Athens city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,83,Limestone County,US01083,20104,US0120104,2404206,Decatur city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,83,Limestone County,US01083,23488,US0123488,2406437,Elkmont town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,83,Limestone County,US01083,37000,US0137000,2404746,Huntsville city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,83,Limestone County,US01083,42352,US0142352,2406007,Lester town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,83,Limestone County,US01083,45784,US0145784,2404989,Madison city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,83,Limestone County,US01083,51264,US0151264,2406188,Mooresville town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,85,Lowndes County,US01085,5692,US0105692,2405243,Benton town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,85,Lowndes County,US01085,27520,US0127520,2406507,Fort Deposit town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,85,Lowndes County,US01085,30808,US0130808,2406593,Gordonville town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,85,Lowndes County,US01085,33712,US0133712,2405810,Hayneville town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,85,Lowndes County,US01085,44536,US0144536,2406051,Lowndesboro town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,85,Lowndes County,US01085,51520,US0151520,2406201,Mosses town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,85,Lowndes County,US01085,81912,US0181912,2406877,White Hall town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,87,Macon County,US01087,28024,US0128024,2406517,Franklin town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,87,Macon County,US01087,55440,US0155440,2407012,Notasulga town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,87,Macon County,US01087,70128,US0170128,2407329,Shorter town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,87,Macon County,US01087,77304,US0177304,2405617,Tuskegee city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,89,Madison County,US01089,32440,US0132440,2406631,Gurley town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,89,Madison County,US01089,33472,US0133472,2402570,Harvest,CENSUS DESIGNATED PLACE,U1,S,TRUE
AL,1,US01,89,Madison County,US01089,33808,US0133808,2402573,Hazel Green,CENSUS DESIGNATED PLACE,U1,S,TRUE
AL,1,US01,89,Madison County,US01089,37000,US0137000,2404746,Huntsville city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,89,Madison County,US01089,45784,US0145784,2404989,Madison city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,89,Madison County,US01089,48112,US0148112,2403279,Meridianville,CENSUS DESIGNATED PLACE,U1,S,TRUE
AL,1,US01,89,Madison County,US01089,51216,US0151216,2403306,Moores Mill,CENSUS DESIGNATED PLACE,U1,S,TRUE
AL,1,US01,89,Madison County,US01089,54168,US0154168,2404361,New Hope city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,89,Madison County,US01089,54312,US0154312,2403332,New Market,CENSUS DESIGNATED PLACE,U1,S,TRUE
AL,1,US01,89,Madison County,US01089,57504,US0157504,2407060,Owens Cross Roads town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,89,Madison County,US01089,63912,US0163912,2403466,Redstone Arsenal,CENSUS DESIGNATED PLACE,M2,S,FALSE
AL,1,US01,89,Madison County,US01089,76824,US0176824,2406753,Triana town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,91,Marengo County,US01091,19912,US0119912,2406361,Dayton town,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,91,Marengo County,US01091,20296,US0120296,2404214,Demopolis city,INCORPORATED PLACE,C1,A,TRUE
AL,1,US01,91,Marengo County,US01091,25816,US0125816,2406495,Faunsdale town,INCORPORATED PLACE,C1,A,TRUE
