city_fip,PLACENAME,State-City
US0153376,Natural Bridge,US01-NATURAL BRIDGE
US0153400,Nauvoo,US01-NAUVOO
US0201090,Akutan,US02-AKUTAN
US0216530,Cold Bay,US02-COLD BAY
US0224660,False Pass,US02-FALSE PASS
US0239410,King Cove,US02-KING COVE
US0252940,Nelson Lagoon,US02-NELSON LAGOON
US0267020,Sand Point,US02-SAND POINT
US020065,Adak,US02-ADAK
US0204210,Atka,US02-ATKA
US0204670,Attu Station,US02-ATTU STATION
US0220716,Eareckson Station,US02-EARECKSON STATION
US0254260,Nikolski,US02-NIKOLSKI
US0265800,St. George,US02-ST. GEORGE
US0266470,St. Paul,US02-ST. PAUL
US0280770,Unalaska,US02-UNALASKA
US0203000,Anchorage municipality,US02-ANCHORAGE MUNICIPALITY
US0200760,Akiachak,US02-AKIACHAK
US0200870,Akiak,US02-AKIAK
US0203550,Aniak,US02-ANIAK
US0204430,Atmautluak,US02-ATMAUTLUAK
US0206520,Bethel,US02-BETHEL
US0212680,Chefornak,US02-CHEFORNAK
US0214330,Chuathbaluk,US02-CHUATHBALUK
US0217850,Crooked Creek,US02-CROOKED CREEK
US0221040,Eek,US02-EEK
US0229290,Goodnews Bay,US02-GOODNEWS BAY
US0237975,Kasigluk,US02-KASIGLUK
US0239740,Kipnuk,US02-KIPNUK
US0241610,Kongiganak,US02-KONGIGANAK
US0242380,Kwethluk,US02-KWETHLUK
US0242490,Kwigillingok,US02-KWIGILLINGOK
US0244030,Lime Village,US02-LIME VILLAGE
US0245460,Lower Kalskag,US02-LOWER KALSKAG
US0247990,Mekoryuk,US02-MEKORYUK
US0248590,Mertarvik,US02-MERTARVIK
US0252390,Napakiak,US02-NAPAKIAK
US0252720,Napaskiak,US02-NAPASKIAK
US0253820,Newtok,US02-NEWTOK
US0253930,Nightmute,US02-NIGHTMUTE
US0256680,Nunapitchuk,US02-NUNAPITCHUK
US0258330,Oscarville,US02-OSCARVILLE
US0261080,Platinum,US02-PLATINUM
US0264600,Quinhagak,US02-QUINHAGAK
US0264930,Red Devil,US02-RED DEVIL
US0271090,Sleetmute,US02-SLEETMUTE
US0273400,Stony River,US02-STONY RIVER
US0278240,Toksook Bay,US02-TOKSOOK BAY
US0278790,Tuluksak,US02-TULUKSAK
US0279120,Tuntutuliak,US02-TUNTUTULIAK
US0279230,Tununak,US02-TUNUNAK
US0281320,Upper Kalskag,US02-UPPER KALSKAG
US0239630,King Salmon,US02-KING SALMON
US0252060,Naknek,US02-NAKNEK
US0272190,South Naknek,US02-SOUTH NAKNEK
US0212970,Chenega,US02-CHENEGA
US0217410,Cordova,US02-CORDOVA
US0275380,Tatitlek,US02-TATITLEK
US0282200,Valdez,US02-VALDEZ
US0284510,Whittier,US02-WHITTIER
US0213890,Chisana,US02-CHISANA
US0214000,Chistochina,US02-CHISTOCHINA
US0214110,Chitina,US02-CHITINA
US0217300,Copper Center,US02-COPPER CENTER
US0227420,Gakona,US02-GAKONA
US0228740,Glennallen,US02-GLENNALLEN
US0230500,Gulkana,US02-GULKANA
US0238910,Kenny Lake,US02-KENNY LAKE
US0245790,McCarthy,US02-MCCARTHY
US0248200,Mendeltna,US02-MENDELTNA
US0248540,Mentasta Lake,US02-MENTASTA LAKE
US0251960,Nabesna,US02-NABESNA
US0252915,Nelchina,US02-NELCHINA
US0259320,Paxson,US02-PAXSON
US0270320,Silver Springs,US02-SILVER SPRINGS
US0270930,Slana,US02-SLANA
US0275480,Tazlina,US02-TAZLINA
US0278297,Tolsona,US02-TOLSONA
US0278350,Tonsina,US02-TONSINA
US0285290,Willow Creek,US02-WILLOW CREEK
US0203220,Anderson,US02-ANDERSON
US0210150,Cantwell,US02-CANTWELL
US0218805,Denali Park,US02-DENALI PARK
US0225220,Ferry,US02-FERRY
US0232150,Healy,US02-HEALY
US0201420,Aleknagik,US02-ALEKNAGIK
US0215430,Clark's Point,US02-CLARK'S POINT
US0218950,Dillingham,US02-DILLINGHAM
US0221810,Ekwok,US02-EKWOK
US0241500,Koliganek,US02-KOLIGANEK
US0246890,Manokotak,US02-MANOKOTAK
US0253710,New Stuyahok,US02-NEW STUYAHOK
US0262285,Portage Creek,US02-PORTAGE CREEK
US0277690,Togiak,US02-TOGIAK
US0279780,Twin Hills,US02-TWIN HILLS
US0205000,Badger,US02-BADGER
US0212920,Chena Ridge,US02-CHENA RIDGE
US0216750,College,US02-COLLEGE
US0221370,Eielson AFB,US02-EIELSON AFB
US0223460,Ester,US02-ESTER
US0224230,Fairbanks,US02-FAIRBANKS
US0224980,Farmers Loop,US02-FARMERS LOOP
US0226870,Fox,US02-FOX
US0229130,Goldstream,US02-GOLDSTREAM
US0231765,Harding-Birch Lakes,US02-HARDING-BIRCH LAKES
US0250080,Moose Creek,US02-MOOSE CREEK
US0255910,North Pole,US02-NORTH POLE
US0261120,Pleasant Valley,US02-PLEASANT VALLEY
US0266550,Salcha,US02-SALCHA
US0272230,South Van Horn,US02-SOUTH VAN HORN
US0272985,Steele Creek,US02-STEELE CREEK
US0279830,Two Rivers,US02-TWO RIVERS
US0217670,Covenant Life,US02-COVENANT LIFE
US0223900,Excursion Inlet,US02-EXCURSION INLET
US0231050,Haines,US02-HAINES
US0245700,Lutak,US02-LUTAK
US0250800,Mosquito Lake,US02-MOSQUITO LAKE
US0251455,Mud Bay,US02-MUD BAY
US0203440,Angoon,US02-ANGOON
US0222140,Elfin Cove,US02-ELFIN COVE
US0227700,Game Creek,US02-GAME CREEK
US0230940,Gustavus,US02-GUSTAVUS
US0233360,Hoonah,US02-HOONAH
US0240510,Klukwan,US02-KLUKWAN
US0259650,Pelican,US02-PELICAN
US0276260,Tenakee Springs,US02-TENAKEE SPRINGS
US0284200,Whitestone Logging Camp,US02-WHITESTONE LOGGING CAMP
US0236400,Juneau,US02-JUNEAU
US0203110,Anchor Point,US02-ANCHOR POINT
US0205585,Bear Creek,US02-BEAR CREEK
US0206245,Beluga,US02-BELUGA
US0215320,Clam Gulch,US02-CLAM GULCH
US0216420,Cohoe,US02-COHOE
US0217190,Cooper Landing,US02-COOPER LANDING
US0217960,Crown Point,US02-CROWN POINT
US0218925,Diamond Ridge,US02-DIAMOND RIDGE
US0226910,Fox River,US02-FOX RIVER
US0227090,Fritz Creek,US02-FRITZ CREEK
US0227145,Funny River,US02-FUNNY RIVER
US0231270,Halibut Cove,US02-HALIBUT COVE
US0231710,Happy Valley,US02-HAPPY VALLEY
US0233140,Homer,US02-HOMER
US0233580,Hope,US02-HOPE
US0236540,Kachemak,US02-KACHEMAK
US0237250,Kalifornsky,US02-KALIFORNSKY
US0238090,Kasilof,US02-KASILOF
US0238420,Kenai,US02-KENAI
US0245295,Lowell Point,US02-LOWELL POINT
US0250190,Moose Pass,US02-MOOSE PASS
US0252210,Nanwalek,US02-NANWALEK
US0254050,Nikiski,US02-NIKISKI
US0254085,Nikolaevsk,US02-NIKOLAEVSK
US0254480,Ninilchik,US02-NINILCHIK
US0261825,Point Possession,US02-POINT POSSESSION
US0263280,Port Graham,US02-PORT GRAHAM
US0264240,Primrose,US02-PRIMROSE
US0265345,Ridgeway,US02-RIDGEWAY
US0266510,Salamatof,US02-SALAMATOF
US0268340,Seldovia,US02-SELDOVIA
US0268370,Seldovia Village,US02-SELDOVIA VILLAGE
US0268560,Seward,US02-SEWARD
US0271640,Soldotna,US02-SOLDOTNA
US0273070,Sterling,US02-STERLING
US0273950,Sunrise,US02-SUNRISE
US0279890,Tyonek,US02-TYONEK
US0238970,Ketchikan,US02-KETCHIKAN
US0245020,Loring,US02-LORING
US0267570,Saxman,US02-SAXMAN
US0200650,Akhiok,US02-AKHIOK
US0201560,Aleneva,US02-ALENEVA
US0213860,Chiniak,US02-CHINIAK
US0237540,Karluk,US02-KARLUK
US0240950,Kodiak,US02-KODIAK
US0241210,Kodiak Station,US02-KODIAK STATION
US0243040,Larsen Bay,US02-LARSEN BAY
US0249200,Mill Bay,US02-MILL BAY
US0257340,Old Harbor,US02-OLD HARBOR
US0258550,Ouzinkie,US02-OUZINKIE
US0263610,Port Lions,US02-PORT LIONS
US0285680,Womens Bay,US02-WOMENS BAY
US0201200,Alakanuk,US02-ALAKANUK
US0213230,Chevak,US02-CHEVAK
US0222910,Emmonak,US02-EMMONAK
US0233470,Hooper Bay,US02-HOOPER BAY
US0241720,Kotlik,US02-KOTLIK
US0247000,Marshall,US02-MARSHALL
US0251180,Mountain Village,US02-MOUNTAIN VILLAGE
US0256600,Nunam Iqua,US02-NUNAM IQUA
US0260750,Pilot Station,US02-PILOT STATION
US0260860,Pitkas Point,US02-PITKAS POINT
US0265700,Russian Mission,US02-RUSSIAN MISSION
US0266140,St. Mary's,US02-ST. MARY'S
US0267680,Scammon Bay,US02-SCAMMON BAY
US0213550,Chignik,US02-CHIGNIK
US0213670,Chignik Lagoon,US02-CHIGNIK LAGOON
US0213780,Chignik Lake,US02-CHIGNIK LAKE
US0221150,Egegik,US02-EGEGIK
US0234790,Igiugig,US02-IGIUGIG
US0235120,Iliamna,US02-ILIAMNA
US0235890,Ivanof Bay,US02-IVANOF BAY
US0241280,Kokhanok,US02-KOKHANOK
US0243810,Levelock,US02-LEVELOCK
US0253270,Newhalen,US02-NEWHALEN
US0255030,Nondalton,US02-NONDALTON
US0259540,Pedro Bay,US02-PEDRO BAY
US0260200,Perryville,US02-PERRYVILLE
US0260640,Pilot Point,US02-PILOT POINT
US0262125,Pope-Vannoy Landing,US02-POPE-VANNOY LANDING
US0262620,Port Alsworth,US02-PORT ALSWORTH
US0263390,Port Heiden,US02-PORT HEIDEN
US0280100,Ugashik,US02-UGASHIK
US0207070,Big Lake,US02-BIG LAKE
US0209657,Buffalo Soapstone,US02-BUFFALO SOAPSTONE
US0209710,Butte,US02-BUTTE
US0212350,Chase,US02-CHASE
US0213340,Chickaloon,US02-CHICKALOON
US0223720,Eureka Roadhouse,US02-EUREKA ROADHOUSE
US0225000,Farm Loop,US02-FARM LOOP
US0225550,Fishhook,US02-FISHHOOK
US0228200,Gateway,US02-GATEWAY
US0228590,Glacier View,US02-GLACIER VIEW
US0233800,Houston,US02-HOUSTON
US0240645,Knik-Fairview,US02-KNIK-FAIRVIEW
US0240670,Knik River,US02-KNIK RIVER
US0242805,Lake Louise,US02-LAKE LOUISE
US0243260,Lazy Mountain,US02-LAZY MOUNTAIN
US0247735,Meadow Lakes,US02-MEADOW LAKES
US0255745,North Lakes,US02-NORTH LAKES
US0258660,Palmer,US02-PALMER
US0260460,Petersville,US02-PETERSVILLE
US0261788,Point MacKenzie,US02-POINT MACKENZIE
US0270870,Skwentna,US02-SKWENTNA
US0272135,South Lakes,US02-SOUTH LAKES
US0274340,Susitna,US02-SUSITNA
US0274350,Susitna North,US02-SUSITNA NORTH
US0274525,Sutton-Alpine,US02-SUTTON-ALPINE
US0274830,Talkeetna,US02-TALKEETNA
US0275077,Tanaina,US02-TANAINA
US0278680,Trapper Creek,US02-TRAPPER CREEK
US0283080,Wasilla,US02-WASILLA
US0285280,Willow,US02-WILLOW
US0208740,Brevig Mission,US02-BREVIG MISSION
US0219060,Diomede,US02-DIOMEDE
US0222250,Elim,US02-ELIM
US0227640,Gambell,US02-GAMBELL
US0229180,Golovin,US02-GOLOVIN
US0241940,Koyuk,US02-KOYUK
US0254920,Nome,US02-NOME
US0263170,Port Clarence,US02-PORT CLARENCE
US0266360,St. Michael,US02-ST. MICHAEL
US0267460,Savoonga,US02-SAVOONGA
US0268890,Shaktoolik,US02-SHAKTOOLIK
US0269770,Shishmaref,US02-SHISHMAREF
US0272960,Stebbins,US02-STEBBINS
US0275930,Teller,US02-TELLER
US0280660,Unalakleet,US02-UNALAKLEET
US0282860,Wales,US02-WALES
US0284070,White Mountain,US02-WHITE MOUNTAIN
US0202080,Anaktuvuk Pass,US02-ANAKTUVUK PASS
US0204500,Atqasuk,US02-ATQASUK
US0236990,Kaktovik,US02-KAKTOVIK
US0256320,Nuiqsut,US02-NUIQSUT
US0261630,Point Hope,US02-POINT HOPE
US0261700,Point Lay,US02-POINT LAY
US0264380,Prudhoe Bay,US02-PRUDHOE BAY
US0281920,Utqiag?vik,US02-UTQIAG?VIK
US0282750,Wainwright,US02-WAINWRIGHT
US0201970,Ambler,US02-AMBLER
US0209600,Buckland,US02-BUCKLAND
US0218510,Deering,US02-DEERING
US0239300,Kiana,US02-KIANA
US0239960,Kivalina,US02-KIVALINA
US0240840,Kobuk,US02-KOBUK
US0241830,Kotzebue,US02-KOTZEBUE
US0254700,Noatak,US02-NOATAK
US0255140,Noorvik,US02-NOORVIK
US0264980,Red Dog Mine,US02-RED DOG MINE
US0268230,Selawik,US02-SELAWIK
US0270100,Shungnak,US02-SHUNGNAK
US0232550,Hobart Bay,US02-HOBART BAY
US0242160,Kupreanof,US02-KUPREANOF
US0260310,Petersburg,US02-PETERSBURG
US0216360,Coffman Cove,US02-COFFMAN COVE
US0217740,Craig,US02-CRAIG
US0220970,Edna Bay,US02-EDNA BAY
US0232810,Hollis,US02-HOLLIS
US0234460,Hydaburg,US02-HYDABURG
US0234570,Hyder,US02-HYDER
US0236770,Kake,US02-KAKE
US0237650,Kasaan,US02-KASAAN
US0240400,Klawock,US02-KLAWOCK
US0248870,Metlakatla,US02-METLAKATLA
US0252845,Naukati Bay,US02-NAUKATI BAY
US0261190,Point Baker,US02-POINT BAKER
US0262510,Port Alexander,US02-PORT ALEXANDER
US0263870,Port Protection,US02-PORT PROTECTION
US0277140,Thorne Bay,US02-THORNE BAY
US0284000,Whale Pass,US02-WHALE PASS
US0270540,Sitka and borough,US02-SITKA AND BOROUGH
US0270760,Skagway,US02-SKAGWAY
US0201390,Alcan Border,US02-ALCAN BORDER
US0206850,Big Delta,US02-BIG DELTA
US0213450,Chicken,US02-CHICKEN
US0218620,Delta Junction,US02-DELTA JUNCTION
US0218675,Deltana,US02-DELTANA
US0219720,Dot Lake,US02-DOT LAKE
US0219750,Dot Lake Village,US02-DOT LAKE VILLAGE
US0220020,Dry Creek,US02-DRY CREEK
US0220380,Eagle,US02-EAGLE
US0220600,Eagle Village,US02-EAGLE VILLAGE
US0226100,Fort Greely,US02-FORT GREELY
US0232310,Healy Lake,US02-HEALY LAKE
US0256220,Northway,US02-NORTHWAY
US0275050,Tanacross,US02-TANACROSS
US0276590,Tetlin,US02-TETLIN
US0277800,Tok,US02-TOK
US0284120,Whitestone,US02-WHITESTONE
US0286380,Wrangell and borough,US02-WRANGELL AND BOROUGH
US0286490,Yakutat,US02-YAKUTAT
US0201305,Alatna,US02-ALATNA
US0201860,Allakaket,US02-ALLAKAKET
US0203880,Anvik,US02-ANVIK
US0203990,Arctic Village,US02-ARCTIC VILLAGE
US0205750,Beaver,US02-BEAVER
US0206630,Bettles,US02-BETTLES
US0207620,Birch Creek,US02-BIRCH CREEK
US0211690,Central,US02-CENTRAL
US0211800,Chalkyitsik,US02-CHALKYITSIK
US0214880,Circle,US02-CIRCLE
US0216630,Coldfoot,US02-COLDFOOT
US0223790,Evansville,US02-EVANSVILLE
US0225880,Flat,US02-FLAT
US0226760,Fort Yukon,US02-FORT YUKON
US0226835,Four Mile Road,US02-FOUR MILE ROAD
US0227530,Galena,US02-GALENA
US0230060,Grayling,US02-GRAYLING
US0233030,Holy Cross,US02-HOLY CROSS
US0233910,Hughes,US02-HUGHES
US0234350,Huslia,US02-HUSLIA
US0237430,Kaltag,US02-KALTAG
US0242050,Koyukuk,US02-KOYUKUK
US0242820,Lake Minchumina,US02-LAKE MINCHUMINA
US0244580,Livengood,US02-LIVENGOOD
US0246010,McGrath,US02-MCGRATH
US0246780,Manley Hot Springs,US02-MANLEY HOT SPRINGS
US0249530,Minto,US02-MINTO
US0253050,Nenana,US02-NENANA
US0254150,Nikolai,US02-NIKOLAI
US0256350,Nulato,US02-NULATO
US0264820,Rampart,US02-RAMPART
US0265590,Ruby,US02-RUBY
US0268670,Shageluk,US02-SHAGELUK
US0273290,Stevens Village,US02-STEVENS VILLAGE
US0274610,Takotna,US02-TAKOTNA
US0275160,Tanana,US02-TANANA
US0282420,Venetie,US02-VENETIE
US0285610,Wiseman,US02-WISEMAN
US0401920,Alpine,US04-ALPINE
US0408535,Burnside,US04-BURNSIDE
US0412770,Chinle,US04-CHINLE
US0415150,Concho,US04-CONCHO
US0415850,Cornfields,US04-CORNFIELDS
US0416360,Cottonwood,US04-COTTONWOOD
US0418490,Del Muerto,US04-DEL MUERTO
US0418580,Dennehotso,US04-DENNEHOTSO
US0420960,Eagar,US04-EAGAR
US0424460,Fort Defiance,US04-FORT DEFIANCE
US0426210,Ganado,US04-GANADO
US0429850,Greer,US04-GREER
US0433980,Houck,US04-HOUCK
US0438250,Klagetoh,US04-KLAGETOH
US0442660,Lukachukai,US04-LUKACHUKAI
US0442940,Lupton,US04-LUPTON
US0443430,McNary,US04-MCNARY
US0444200,Many Farms,US04-MANY FARMS
US0449010,Nazlini,US04-NAZLINI
US0450340,Nutrioso,US04-NUTRIOSO
US0450480,Oak Springs,US04-OAK SPRINGS
US0459550,Red Mesa,US04-RED MESA
US0459690,Red Rock,US04-RED ROCK
US0460880,Rock Point,US04-ROCK POINT
US0461370,Rough Rock,US04-ROUGH ROCK
US0461440,Round Rock,US04-ROUND ROCK
US0462350,St. Johns,US04-ST. JOHNS
US0462420,St. Michaels,US04-ST. MICHAELS
US0463050,Sanders,US04-SANDERS
US0464590,Sawmill,US04-SAWMILL
US0465400,Sehili,US04-SEHILI
US0468990,Springerville,US04-SPRINGERVILLE
US0469585,Steamboat,US04-STEAMBOAT
US0472560,Teec Nos Pos,US04-TEEC NOS POS
US0475310,Toyei,US04-TOYEI
US0475660,Tsaile,US04-TSAILE
US0479870,Vernon,US04-VERNON
US0482810,Wide Ruins,US04-WIDE RUINS
US0483720,Window Rock,US04-WINDOW ROCK
US0405770,Benson,US04-BENSON
US0406260,Bisbee,US04-BISBEE
US0407380,Bowie,US04-BOWIE
US0420050,Douglas,US04-DOUGLAS
US0420330,Dragoon,US04-DRAGOON
US0422080,Elfrida,US04-ELFRIDA
US0434120,Huachuca City,US04-HUACHUCA CITY
US0443570,McNeal,US04-MCNEAL
US0446070,Mescal,US04-MESCAL
US0446840,Miracle Valley,US04-MIRACLE VALLEY
US0448310,Naco,US04-NACO
US0452230,Palominas,US04-PALOMINAS
US0456400,Pirtleville,US04-PIRTLEVILLE
US0462280,St. David,US04-ST. DAVID
US0463820,San Simon,US04-SAN SIMON
US0466820,Sierra Vista,US04-SIERRA VISTA
US0466845,Sierra Vista Southeast,US04-SIERRA VISTA SOUTHEAST
US0470460,Sunizona,US04-SUNIZONA
US0471020,Sunsites,US04-SUNSITES
US0474400,Tombstone,US04-TOMBSTONE
US0482156,Whetstone,US04-WHETSTONE
US0483090,Willcox,US04-WILLCOX
US0405700,Bellemont,US04-BELLEMONT
US0406470,Bitter Springs,US04-BITTER SPRINGS
US0406997,Blue Ridge,US04-BLUE RIDGE
US0409340,Cameron,US04-CAMERON
US0419740,Doney Park,US04-DONEY PARK
US0423620,Flagstaff,US04-FLAGSTAFF
US0424100,Forest Lakes,US04-FOREST LAKES
US0425045,Fort Valley,US04-FORT VALLEY
US0425720,Fredonia,US04-FREDONIA
US0428981,Grand Canyon Village,US04-GRAND CANYON VILLAGE
US0429603,Greenehaven,US04-GREENEHAVEN
US0436475,Kachina Village,US04-KACHINA VILLAGE
US0436535,Kaibab Estates West,US04-KAIBAB ESTATES WEST
US0436640,Kaibito,US04-KAIBITO
US0440415,LeChee,US04-LECHEE
US0440630,Leupp,US04-LEUPP
US0447330,Moenkopi,US04-MOENKOPI
US0447680,Mormon Lake,US04-MORMON LAKE
US0447820,Mountainaire,US04-MOUNTAINAIRE
US0447925,Mountain View Ranches,US04-MOUNTAIN VIEW RANCHES
US0448170,Munds Park,US04-MUNDS PARK
US0450362,Oak Creek Canyon,US04-OAK CREEK CANYON
US0451810,Page,US04-PAGE
US0453350,Parks,US04-PARKS
US0459372,Red Lake,US04-RED LAKE
US0465350,Sedona,US04-SEDONA
US0471230,Supai,US04-SUPAI
US0473890,Timberline-Fernwood,US04-TIMBERLINE-FERNWOOD
US0474120,Tolani Lake,US04-TOLANI LAKE
US0474470,Tonalea,US04-TONALEA
US0476010,Tuba City,US04-TUBA CITY
US0477490,Tusayan,US04-TUSAYAN
US0478855,Valle,US04-VALLE
US0483160,Williams,US04-WILLIAMS
US0483960,Winslow West,US04-WINSLOW WEST
US0405450,Bear Flat,US04-BEAR FLAT
US0405495,Beaver Valley,US04-BEAVER VALLEY
US0410040,Canyon Day,US04-CANYON DAY
US0410320,Carrizo,US04-CARRIZO
US0411370,Cedar Creek,US04-CEDAR CREEK
US0411720,Central Heights-Midland City,US04-CENTRAL HEIGHTS-MIDLAND CITY
US0413140,Christopher Creek,US04-CHRISTOPHER CREEK
US0413960,Claypool,US04-CLAYPOOL
US0415600,Copper Hill,US04-COPPER HILL
US0417810,Cutter,US04-CUTTER
US0418448,Deer Creek,US04-DEER CREEK
US0420560,Dripping Springs,US04-DRIPPING SPRINGS
US0421410,East Globe,US04-EAST GLOBE
US0421545,East Verde Estates,US04-EAST VERDE ESTATES
US0421900,El Capitan,US04-EL CAPITAN
US0423955,Flowing Springs,US04-FLOWING SPRINGS
US0425735,Freedom Acres,US04-FREEDOM ACRES
US0426780,Geronimo Estates,US04-GERONIMO ESTATES
US0427540,Gisela,US04-GISELA
US0428030,Globe,US04-GLOBE
US0430840,Haigler Creek,US04-HAIGLER CREEK
US0432020,Hayden,US04-HAYDEN
US0434700,Hunter Creek,US04-HUNTER CREEK
US0434980,Icehouse Canyon,US04-ICEHOUSE CANYON
US0436010,Jakes Corner,US04-JAKES CORNER
US0438600,Kohls Ranch,US04-KOHLS RANCH
US0445275,Mead Ranch,US04-MEAD RANCH
US0446005,Mesa del Caballo,US04-MESA DEL CABALLO
US0446350,Miami,US04-MIAMI
US0451775,Oxbow Estates,US04-OXBOW ESTATES
US0453700,Payson,US04-PAYSON
US0454190,Peridot,US04-PERIDOT
US0455630,Pinal,US04-PINAL
US0455700,Pine,US04-PINE
US0460770,Rock House,US04-ROCK HOUSE
US0461300,Roosevelt,US04-ROOSEVELT
US0461302,Roosevelt Estates,US04-ROOSEVELT ESTATES
US0461448,Round Valley,US04-ROUND VALLEY
US0461690,Rye,US04-RYE
US0462910,San Carlos,US04-SAN CARLOS
US0467295,Six Shooter Canyon,US04-SIX SHOOTER CANYON
US0469480,Star Valley,US04-STAR VALLEY
US0470040,Strawberry,US04-STRAWBERRY
US0474610,Tonto Basin,US04-TONTO BASIN
US0474665,Tonto Village,US04-TONTO VILLAGE
US0474820,Top-of-the-World,US04-TOP-OF-THE-WORLD
US0481175,Washington Park,US04-WASHINGTON PARK
US0482120,Wheatfields,US04-WHEATFIELDS
US0482270,Whispering Pines,US04-WHISPERING PINES
US0483790,Winkelman,US04-WINKELMAN
US0485330,Young,US04-YOUNG
US0407915,Bryce,US04-BRYCE
US0408710,Bylas,US04-BYLAS
US0408920,Cactus Flats,US04-CACTUS FLATS
US0411580,Central,US04-CENTRAL
US0424950,Fort Thomas,US04-FORT THOMAS
US0454190,Peridot,US04-PERIDOT
US0455560,Pima,US04-PIMA
US0462000,Safford,US04-SAFFORD
US0463260,San Jose,US04-SAN JOSE
US0468010,Solomon,US04-SOLOMON
US0471650,Swift Trail Junction,US04-SWIFT TRAIL JUNCTION
US0473420,Thatcher,US04-THATCHER
US0414380,Clifton,US04-CLIFTON
US0420750,Duncan,US04-DUNCAN
US0425650,Franklin,US04-FRANKLIN
US0447610,Morenci,US04-MORENCI
US0485260,York,US04-YORK
US0401170,Alamo Lake,US04-ALAMO LAKE
US0407025,Bluewater,US04-BLUEWATER
US0407310,Bouse,US04-BOUSE
US0407590,Brenda,US04-BRENDA
US0413470,Cibola,US04-CIBOLA
US0413540,Cienega Springs,US04-CIENEGA SPRINGS
US0421800,Ehrenberg,US04-EHRENBERG
US0440160,La Paz Valley,US04-LA PAZ VALLEY
US0453070,Parker,US04-PARKER
US0453210,Parker Strip,US04-PARKER STRIP
US0457170,Poston,US04-POSTON
US0458010,Quartzsite,US04-QUARTZSITE
US0462700,Salome,US04-SALOME
US0471220,Sunwest,US04-SUNWEST
US0478400,Utting,US04-UTTING
US0479940,Vicksburg,US04-VICKSBURG
US0481550,Wenden,US04-WENDEN
US0400730,Aguila,US04-AGUILA
US0402430,Anthem,US04-ANTHEM
US0402830,Apache Junction,US04-APACHE JUNCTION
US0404020,Arlington,US04-ARLINGTON
US0404720,Avondale,US04-AVONDALE
US0407940,Buckeye,US04-BUCKEYE
US0410180,Carefree,US04-CAREFREE
US0411300,Cave Creek,US04-CAVE CREEK
US0412000,Chandler,US04-CHANDLER
US0413610,Circle City,US04-CIRCLE CITY
US0413820,Citrus Park,US04-CITRUS PARK
US0422220,El Mirage,US04-EL MIRAGE
US0425300,Fountain Hills,US04-FOUNTAIN HILLS
US0427050,Gila Bend,US04-GILA BEND
US0427260,Gila Crossing,US04-GILA CROSSING
US0427400,Gilbert,US04-GILBERT
US0427820,Glendale,US04-GLENDALE
US0428380,Goodyear,US04-GOODYEAR
US0430270,Guadalupe,US04-GUADALUPE
US0436780,Kaka,US04-KAKA
US0438655,Komatke,US04-KOMATKE
US0441330,Litchfield Park,US04-LITCHFIELD PARK
US0444450,Maricopa Colony,US04-MARICOPA COLONY
US0446000,Mesa,US04-MESA
US0447750,Morristown,US04-MORRISTOWN
US0449360,New River,US04-NEW RIVER
US0452930,Paradise Valley,US04-PARADISE VALLEY
US0454050,Peoria,US04-PEORIA
US0455000,Phoenix,US04-PHOENIX
US0458150,Queen Creek,US04-QUEEN CREEK
US0460250,Rio Verde,US04-RIO VERDE
US0462362,St. Johns,US04-ST. JOHNS
US0465000,Scottsdale,US04-SCOTTSDALE
US0470320,Sun City,US04-SUN CITY
US0470355,Sun City West,US04-SUN CITY WEST
US0470530,Sun Lakes,US04-SUN LAKES
US0471510,Surprise,US04-SURPRISE
US0473000,Tempe,US04-TEMPE
US0473490,Theba,US04-THEBA
US0474190,Tolleson,US04-TOLLESON
US0474540,Tonopah,US04-TONOPAH
US0482740,Wickenburg,US04-WICKENBURG
US0484000,Wintersburg,US04-WINTERSBURG
US0484140,Wittmann,US04-WITTMANN
US0485400,Youngtown,US04-YOUNGTOWN
US0402410,Antares,US04-ANTARES
US0403915,Arizona Village,US04-ARIZONA VILLAGE
US0405490,Beaver Dam,US04-BEAVER DAM
US0408220,Bullhead City,US04-BULLHEAD CITY
US0409900,Cane Beds,US04-CANE BEDS
US0411500,Centennial Park,US04-CENTENNIAL PARK
US0412910,Chloride,US04-CHLORIDE
US0413850,Clacks Canyon,US04-CLACKS CANYON
US0414870,Colorado City,US04-COLORADO CITY
US0417460,Crozier,US04-CROZIER
US0417500,Crystal Beach,US04-CRYSTAL BEACH
US0418740,Desert Hills,US04-DESERT HILLS
US0419630,Dolan Springs,US04-DOLAN SPRINGS
US0424895,Fort Mohave,US04-FORT MOHAVE
US0428190,Golden Shores,US04-GOLDEN SHORES
US0428195,Golden Valley,US04-GOLDEN VALLEY
US0428985,Grand Canyon West,US04-GRAND CANYON WEST
US0430830,Hackberry,US04-HACKBERRY
US0436500,Kaibab,US04-KAIBAB
US0436920,Katherine,US04-KATHERINE
US0437620,Kingman,US04-KINGMAN
US0439370,Lake Havasu City,US04-LAKE HAVASU CITY
US0440400,Lazy Y U,US04-LAZY Y U
US0441470,Littlefield,US04-LITTLEFIELD
US0443150,McConnico,US04-MCCONNICO
US0445285,Meadview,US04-MEADVIEW
US0446087,Mesquite Creek,US04-MESQUITE CREEK
